Member_ID,YEAR,TotalTxn,TotalQty,TotalSpend,MaxSaleDate,Mode_ProductCategory
M000915,2023,8,8,2152.89,2023-12-23,Coffee
M000915,2024,8,8,913.31,2024-12-26,Dessert
M000915,2025,7,14,1336.87,2025-03-09,Sandwich
M000916,2022,7,7,1785.4,2022-12-01,Dessert
M000916,2023,10,20,2571.59,2023-12-17,Coffee
M000916,2024,6,18,1717.0,2024-12-09,Sandwich
M000916,2025,9,27,945.99,2025-03-20,Merchandise
M000917,2024,3,9,640.4,2024-12-16,Sandwich
M000917,2025,3,3,378.79,2025-03-22,Dessert
M000918,2025,29,87,4053.38,2025-03-28,Merchandise
M000919,2025,16,16,2064.78,2025-03-07,Merchandise
M000920,2021,5,10,817.67,2021-12-25,Beverage
M000920,2022,5,10,494.06,2022-12-04,Beverage
M000920,2023,3,6,254.24,2023-12-21,Beverage
M000920,2025,4,12,520.17,2025-03-01,Pastry
M000921,2024,20,40,1647.39,2024-12-26,Beverage
M000921,2025,11,11,2636.03,2025-03-13,Pastry
M000922,2023,9,18,1429.62,2023-12-25,Pastry
M000922,2024,9,9,1057.65,2024-12-13,Dessert
M000922,2025,10,30,1532.66,2025-03-21,Coffee
M000923,2024,15,30,1340.25,2024-12-16,Merchandise
M000923,2025,20,40,1224.03,2025-03-03,Sandwich
M000924,2024,17,17,1726.7,2024-12-23,Pastry
M000924,2025,14,14,4063.58,2025-03-11,Pastry
M000925,2024,10,20,2577.86,2024-12-01,Dessert
M000925,2025,9,27,1145.02,2025-03-13,Coffee
M000926,2021,1,2,288.95,2021-12-02,Sandwich
M000926,2022,1,3,140.0,2022-12-24,Pastry
M000926,2023,1,1,229.75,2023-12-17,Sandwich
M000926,2024,4,4,529.39,2024-12-27,Dessert
M000927,2024,2,6,458.91,2024-12-04,Coffee
M000927,2025,2,6,235.43,2025-03-09,Merchandise
M000928,2024,5,10,1385.97,2024-12-21,Coffee
M000928,2025,5,15,1407.8,2025-03-16,Dessert
M000929,2023,10,10,2202.28,2023-12-21,Beverage
M000929,2024,8,24,1924.12,2024-12-05,Merchandise
M000929,2025,5,5,370.84,2025-03-04,Beverage
M000930,2024,2,2,146.36,2024-12-16,Dessert
M000930,2025,5,5,877.81,2025-03-21,Coffee
M000931,2023,5,10,438.25,2023-12-10,Pastry
M000931,2024,3,6,539.49,2024-12-20,Beverage
M000931,2025,3,6,527.95,2025-03-15,Sandwich
M000932,2022,15,15,2313.79,2022-12-25,Merchandise
M000932,2023,18,54,1546.68,2023-12-24,Beverage
M000932,2024,12,24,1532.45,2024-12-24,Pastry
M000933,2023,22,44,6434.98,2023-12-22,Dessert
M000933,2024,37,37,4912.85,2024-12-08,Sandwich
M000933,2025,27,81,6319.46,2025-03-06,Dessert
M000934,2025,6,6,1780.52,2025-03-15,Beverage
M000935,2022,4,8,908.59,2022-12-18,Pastry
M000935,2023,4,8,520.95,2023-12-23,Dessert
M000935,2024,2,2,412.88,2024-12-11,Pastry
M000936,2022,4,12,559.91,2022-12-07,Coffee
M000936,2023,2,4,164.2,2023-12-22,Merchandise
M000936,2025,1,2,247.59,2025-03-09,Pastry
M000938,2023,29,58,2481.94,2023-12-26,Dessert
M000938,2024,29,58,6581.75,2024-12-10,Sandwich
M000938,2025,26,26,5168.53,2025-03-20,Beverage
M000939,2022,1,3,262.82,2022-12-08,Pastry
M000939,2023,3,9,849.63,2023-12-06,Dessert
M000939,2024,5,10,285.61,2024-12-01,Coffee
M000939,2025,3,3,370.87,2025-03-20,Dessert
M000940,2023,10,30,1856.84,2023-12-12,Dessert
M000940,2024,10,10,2334.15,2024-12-17,Dessert
M000941,2024,1,3,298.99,2024-12-26,Pastry
M000941,2025,5,15,441.81,2025-03-20,Sandwich
M000942,2023,8,8,1429.94,2023-12-16,Sandwich
M000942,2024,5,5,517.98,2024-12-06,Pastry
M000942,2025,9,18,1044.09,2025-03-02,Beverage
M000943,2023,7,21,1998.15,2023-12-24,Dessert
M000943,2024,8,24,1326.65,2024-12-15,Beverage
M000943,2025,8,16,412.76,2025-03-01,Pastry
M000944,2023,16,32,2408.87,2023-12-01,Merchandise
M000944,2024,16,48,1357.0,2024-12-28,Dessert
M000944,2025,11,11,2715.47,2025-03-21,Dessert
M000945,2024,5,5,1323.4,2024-12-17,Beverage
M000945,2025,5,5,850.95,2025-03-26,Sandwich
M000946,2025,2,4,230.71,2025-03-26,Pastry
M000947,2025,2,2,553.16,2025-03-24,Sandwich
M000948,2022,46,92,8854.08,2022-12-22,Coffee
M000948,2023,32,96,9332.98,2023-12-02,Sandwich
M000948,2024,27,27,2576.5,2024-12-09,Merchandise
M000948,2025,26,52,4686.83,2025-03-24,Sandwich
M000949,2022,18,18,1406.09,2022-12-17,Merchandise
M000949,2023,16,32,1192.31,2023-12-09,Pastry
M000949,2025,17,51,3749.39,2025-03-16,Merchandise
M000950,2024,6,12,678.63,2024-12-17,Coffee
M000951,2021,7,14,1641.7,2021-12-27,Dessert
M000951,2022,10,20,1931.79,2022-12-09,Pastry
M000951,2024,6,6,612.86,2024-12-28,Beverage
M000952,2025,8,8,1377.72,2025-03-15,Beverage
M000953,2022,4,8,566.11,2022-12-07,Sandwich
M000953,2023,4,4,408.62,2023-12-25,Sandwich
M000953,2025,5,10,525.07,2025-03-27,Dessert
M000954,2024,29,29,4584.56,2024-12-16,Pastry
M000954,2025,39,117,2076.61,2025-03-26,Beverage
M000955,2022,5,10,1332.36,2022-12-02,Coffee
M000955,2025,7,14,671.0,2025-03-07,Beverage
M000956,2024,8,24,712.57,2024-12-03,Sandwich
M000956,2025,9,9,645.82,2025-03-28,Merchandise
M000957,2023,8,8,2000.46,2023-12-13,Sandwich
M000957,2024,10,30,546.37,2024-12-27,Merchandise
M000957,2025,10,30,1926.72,2025-03-03,Sandwich
M000958,2024,4,4,730.32,2024-12-01,Beverage
M000958,2025,5,10,827.24,2025-03-08,Beverage
M000959,2024,1,3,218.9,2024-12-04,Coffee
M000959,2025,2,4,190.6,2025-03-10,Pastry
M000960,2022,10,20,1772.29,2022-12-13,Dessert
M000960,2023,12,24,3333.51,2023-12-20,Beverage
M000960,2025,15,45,2414.74,2025-03-07,Pastry
M000961,2022,4,8,207.11,2022-12-04,Merchandise
M000961,2023,5,5,1291.92,2023-12-15,Merchandise
M000961,2024,2,6,518.35,2024-12-14,Coffee
M000961,2025,5,10,884.97,2025-03-14,Dessert
M000962,2024,9,27,1995.0,2024-12-14,Coffee
M000963,2022,5,10,500.58,2022-12-12,Dessert
M000963,2023,4,12,493.34,2023-12-07,Merchandise
M000963,2024,4,8,471.54,2024-12-16,Coffee
M000964,2024,8,24,1248.59,2024-12-26,Sandwich
M000964,2025,7,21,935.86,2025-03-15,Merchandise
M000965,2025,4,12,459.28,2025-03-19,Merchandise
M000966,2024,8,24,556.61,2024-12-12,Merchandise
M000966,2025,6,12,1580.5,2025-03-09,Sandwich
M000967,2021,20,20,2265.94,2021-12-25,Sandwich
M000967,2022,17,17,3402.19,2022-12-01,Dessert
M000967,2023,20,60,3621.09,2023-12-13,Sandwich
M000967,2024,20,60,2293.49,2024-12-01,Pastry
M000967,2025,15,30,2827.37,2025-03-02,Beverage
M000968,2021,3,3,549.07,2021-12-07,Merchandise
M000968,2022,4,12,388.49,2022-12-24,Dessert
M000968,2024,5,5,1120.78,2024-12-09,Coffee
M000968,2025,4,4,255.36,2025-03-26,Sandwich
M000969,2025,5,15,1349.89,2025-03-07,Pastry
M000970,2023,10,20,2596.08,2023-12-11,Coffee
M000971,2025,9,18,1871.19,2025-03-14,Pastry
M000972,2025,29,58,4837.77,2025-03-21,Beverage
M000973,2023,16,32,3782.27,2023-12-08,Pastry
M000973,2024,12,24,1189.7,2024-12-26,Dessert
M000973,2025,14,14,1874.86,2025-03-05,Coffee
M000974,2022,5,10,1272.7,2022-12-03,Coffee
M000974,2023,1,1,207.07,2023-12-14,Coffee
M000974,2024,5,5,1102.58,2024-12-20,Sandwich
M000975,2025,5,10,844.72,2025-03-21,Beverage
M000976,2024,2,2,531.52,2024-12-01,Beverage
M000977,2025,8,24,1142.41,2025-03-23,Beverage
M000978,2025,2,4,111.46,2025-03-26,Sandwich
M000979,2022,10,30,958.56,2022-12-02,Pastry
M000979,2023,5,15,754.36,2023-12-17,Beverage
M000979,2024,8,8,1361.77,2024-12-21,Merchandise
M000979,2025,5,5,999.64,2025-03-08,Merchandise
M000980,2023,5,5,962.48,2023-12-05,Pastry
M000980,2024,7,14,1396.89,2024-12-19,Dessert
M000980,2025,10,10,2249.71,2025-03-07,Pastry
M000981,2021,9,18,470.21,2021-12-23,Dessert
M000981,2022,5,10,973.47,2022-12-25,Coffee
M000981,2023,8,24,1126.73,2023-12-01,Beverage
M000981,2024,8,8,2331.24,2024-12-17,Pastry
M000981,2025,10,30,1253.48,2025-03-17,Merchandise
M000982,2021,13,13,1390.99,2021-12-17,Sandwich
M000982,2022,16,32,3439.74,2022-12-23,Merchandise
M000982,2024,12,24,1154.11,2024-12-02,Dessert
M000982,2025,17,51,4543.82,2025-03-17,Pastry
M000983,2023,4,8,445.7,2023-12-03,Beverage
M000983,2024,5,10,1182.64,2024-12-17,Sandwich
M000983,2025,3,3,563.12,2025-03-22,Dessert
M000984,2021,5,5,279.94,2021-12-06,Merchandise
M000984,2023,1,3,256.21,2023-12-05,Beverage
M000984,2024,1,1,235.8,2024-12-06,Pastry
M000984,2025,1,1,201.76,2025-03-20,Merchandise
M000985,2022,16,16,1675.78,2022-12-20,Pastry
M000985,2023,15,30,2072.34,2023-12-01,Pastry
M000985,2025,15,30,3769.1,2025-03-27,Coffee
M000986,2022,10,20,1021.2,2022-12-06,Coffee
M000986,2023,10,30,1393.21,2023-12-03,Dessert
M000986,2024,7,7,388.49,2024-12-05,Pastry
M000987,2023,5,15,1317.9,2023-12-17,Pastry
M000987,2024,5,10,910.43,2024-12-04,Merchandise
M000988,2021,7,14,1278.7,2021-12-23,Beverage
M000988,2022,9,18,1447.8,2022-12-27,Beverage
M000988,2023,6,18,1517.02,2023-12-24,Pastry
M000988,2024,10,20,2095.21,2024-12-11,Pastry
M000988,2025,5,10,1322.53,2025-03-18,Pastry
M000989,2024,2,6,535.17,2024-12-14,Sandwich
M000989,2025,5,10,1335.09,2025-03-04,Dessert
M000990,2022,15,30,3174.45,2022-12-22,Beverage
M000990,2023,18,54,4157.18,2023-12-11,Sandwich
M000990,2024,13,13,3694.8,2024-12-04,Dessert
M000990,2025,19,38,4963.59,2025-03-09,Merchandise
M000991,2024,16,16,3500.83,2024-12-11,Coffee
M000991,2025,14,42,2640.42,2025-03-19,Merchandise
M000992,2025,10,20,2342.74,2025-03-17,Dessert
M000993,2022,3,6,455.42,2022-12-10,Coffee
M000993,2023,3,3,482.71,2023-12-28,Beverage
M000993,2024,3,6,737.89,2024-12-20,Merchandise
M000993,2025,2,4,530.47,2025-03-17,Dessert
M000994,2024,5,15,1195.79,2024-12-05,Merchandise
M000994,2025,8,16,1000.05,2025-03-25,Beverage
M000995,2021,8,16,1144.21,2021-12-28,Pastry
M000995,2022,10,10,815.48,2022-12-17,Beverage
M000995,2024,6,12,1194.2,2024-12-20,Coffee
M000995,2025,7,14,1912.24,2025-03-20,Sandwich
M000996,2023,3,9,665.99,2023-12-14,Beverage
M000996,2024,1,2,156.59,2024-12-07,Merchandise
M000996,2025,4,12,1045.45,2025-03-04,Pastry
M000997,2021,38,38,5163.31,2021-12-01,Pastry
M000997,2022,33,66,3823.94,2022-12-24,Coffee
M000997,2023,23,23,6389.78,2023-12-05,Beverage
M000997,2025,45,45,12846.53,2025-03-27,Sandwich
M000998,2024,2,4,151.61,2024-12-21,Coffee
M000999,2024,37,37,9160.33,2024-12-12,Sandwich
M000999,2025,30,60,8427.24,2025-03-26,Pastry
M001000,2024,8,24,2312.62,2024-12-22,Pastry
M001000,2025,10,20,2248.39,2025-03-28,Beverage
M001001,2025,1,3,255.09,2025-03-20,Sandwich
M001002,2025,7,21,1365.93,2025-03-01,Dessert
M001003,2024,10,20,1002.31,2024-12-16,Coffee
M001003,2025,15,45,2518.31,2025-03-11,Pastry
M001004,2023,19,38,3719.59,2023-12-08,Beverage
M001004,2024,10,30,2204.12,2024-12-08,Coffee
M001004,2025,16,16,2894.05,2025-03-17,Dessert
M001005,2023,20,60,1122.22,2023-12-03,Coffee
M001005,2024,18,18,3587.48,2024-12-03,Coffee
M001005,2025,13,13,792.06,2025-03-13,Sandwich
M001007,2022,10,30,1093.41,2022-12-07,Dessert
M001007,2023,8,24,485.13,2023-12-01,Merchandise
M001007,2024,6,18,1140.77,2024-12-15,Dessert
M001008,2024,18,54,3667.22,2024-12-17,Sandwich
M001008,2025,17,51,1272.19,2025-03-25,Beverage
M001009,2021,4,8,448.47,2021-12-09,Pastry
M001009,2022,5,5,623.72,2022-12-23,Coffee
M001009,2023,2,6,482.96,2023-12-14,Sandwich
M001009,2024,2,6,508.09,2024-12-10,Sandwich
M001009,2025,3,6,636.18,2025-03-07,Merchandise
M001010,2025,8,24,2040.86,2025-03-14,Pastry
M001011,2022,3,9,219.69,2022-12-23,Dessert
M001011,2023,3,6,607.04,2023-12-06,Sandwich
M001011,2024,4,12,288.31,2024-12-09,Beverage
M001011,2025,2,6,408.3,2025-03-11,Pastry
M001012,2025,30,60,7560.65,2025-03-13,Sandwich
M001013,2022,26,78,3114.47,2022-12-05,Merchandise
M001013,2023,45,135,10788.8,2023-12-28,Dessert
M001013,2024,45,90,5268.03,2024-12-19,Beverage
M001013,2025,41,123,2704.73,2025-03-04,Merchandise
M001014,2021,2,2,388.27,2021-12-26,Pastry
M001014,2022,2,4,291.85,2022-12-16,Pastry
M001014,2023,1,1,166.93,2023-12-08,Beverage
M001014,2024,3,3,885.94,2024-12-22,Merchandise
M001015,2023,14,42,3791.38,2023-12-17,Sandwich
M001015,2024,13,13,3666.79,2024-12-26,Sandwich
M001015,2025,16,48,4000.33,2025-03-11,Merchandise
M001016,2024,41,82,8730.19,2024-12-22,Sandwich
M001016,2025,34,102,4975.67,2025-03-22,Coffee
M001017,2022,3,6,200.33,2022-12-24,Pastry
M001017,2023,4,12,624.35,2023-12-21,Sandwich
M001017,2024,3,3,876.09,2024-12-08,Pastry
M001017,2025,3,6,230.53,2025-03-14,Sandwich
M001018,2024,7,14,660.75,2024-12-02,Sandwich
M001018,2025,10,30,1578.23,2025-03-09,Beverage
M001019,2025,47,94,3963.13,2025-03-08,Sandwich
M001020,2021,5,5,964.56,2021-12-17,Sandwich
M001020,2022,1,2,152.21,2022-12-21,Coffee
M001020,2023,3,9,389.63,2023-12-18,Coffee
M001020,2024,2,2,516.48,2024-12-23,Dessert
M001020,2025,4,8,610.76,2025-03-07,Pastry
M001021,2021,10,30,2229.6,2021-12-02,Sandwich
M001021,2022,6,18,443.68,2022-12-13,Coffee
M001021,2023,10,30,2039.01,2023-12-03,Merchandise
M001021,2024,5,5,704.54,2024-12-05,Dessert
M001022,2024,3,9,773.91,2024-12-14,Sandwich
M001022,2025,1,2,261.81,2025-03-16,Coffee
M001023,2025,31,93,6358.38,2025-03-04,Coffee
M001024,2025,26,52,7173.18,2025-03-17,Pastry
M001026,2021,10,30,1415.7,2021-12-08,Coffee
M001026,2022,5,15,1188.96,2022-12-05,Coffee
M001026,2023,9,18,1096.88,2023-12-26,Pastry
M001026,2024,5,10,1497.93,2024-12-08,Pastry
M001027,2024,17,34,1907.87,2024-12-03,Pastry
M001027,2025,16,32,2392.57,2025-03-02,Pastry
M001028,2025,16,16,4417.31,2025-03-12,Sandwich
M001029,2021,8,8,901.09,2021-12-11,Sandwich
M001029,2022,8,16,2280.35,2022-12-02,Merchandise
M001029,2023,10,20,2368.47,2023-12-05,Beverage
M001029,2024,5,5,259.63,2024-12-12,Merchandise
M001029,2025,10,20,1874.65,2025-03-02,Beverage
M001030,2021,15,30,4338.5,2021-12-25,Coffee
M001030,2022,11,33,1987.01,2022-12-28,Beverage
M001030,2023,19,19,4798.42,2023-12-08,Sandwich
M001030,2024,13,39,3261.25,2024-12-25,Merchandise
M001030,2025,10,30,2662.6,2025-03-09,Dessert
M001031,2024,5,15,649.59,2024-12-03,Beverage
M001031,2025,1,2,195.42,2025-03-07,Pastry
M001032,2024,10,30,1068.01,2024-12-05,Sandwich
M001032,2025,10,20,1530.66,2025-03-17,Sandwich
M001033,2023,3,9,232.78,2023-12-01,Pastry
M001033,2024,3,3,792.15,2024-12-21,Coffee
M001033,2025,3,9,528.32,2025-03-25,Sandwich
M001034,2024,5,5,487.95,2024-12-13,Sandwich
M001034,2025,2,4,201.54,2025-03-08,Coffee
M001035,2022,3,9,376.99,2022-12-15,Merchandise
M001035,2023,1,3,254.91,2023-12-10,Coffee
M001035,2024,3,3,488.13,2024-12-15,Coffee
M001035,2025,2,2,493.14,2025-03-01,Merchandise
M001036,2021,5,5,1273.64,2021-12-11,Merchandise
M001036,2022,9,9,1691.55,2022-12-22,Pastry
M001036,2023,10,30,2362.13,2023-12-03,Beverage
M001036,2024,9,18,1306.54,2024-12-04,Beverage
M001036,2025,8,16,473.62,2025-03-20,Coffee
M001037,2025,10,10,2919.68,2025-03-25,Dessert
M001038,2024,11,11,2435.49,2024-12-24,Sandwich
M001038,2025,19,19,4628.65,2025-03-20,Dessert
M001039,2021,1,2,197.21,2021-12-13,Sandwich
M001039,2022,1,3,200.54,2022-12-27,Sandwich
M001039,2023,1,2,137.6,2023-12-23,Merchandise
M001039,2024,3,3,884.34,2024-12-11,Dessert
M001040,2025,10,20,2631.23,2025-03-13,Sandwich
M001041,2025,5,10,922.48,2025-03-21,Sandwich
M001042,2025,20,60,1911.44,2025-03-04,Dessert
M001043,2021,6,12,339.1,2021-12-05,Merchandise
M001043,2022,10,10,803.2,2022-12-14,Dessert
M001043,2023,5,15,396.93,2023-12-20,Pastry
M001043,2024,5,15,1061.69,2024-12-19,Sandwich
M001043,2025,5,15,334.05,2025-03-15,Coffee
M001044,2025,6,12,1335.44,2025-03-22,Pastry
M001045,2024,15,45,3251.17,2024-12-17,Beverage
M001045,2025,17,34,4185.8,2025-03-03,Sandwich
M001046,2024,8,8,1795.32,2024-12-17,Pastry
M001046,2025,5,5,953.96,2025-03-14,Merchandise
M001047,2022,5,10,632.39,2022-12-01,Beverage
M001047,2023,3,9,421.51,2023-12-23,Dessert
M001047,2024,5,5,436.62,2024-12-12,Coffee
M001047,2025,3,6,330.12,2025-03-24,Dessert
M001048,2022,4,8,930.61,2022-12-26,Merchandise
M001048,2023,3,3,186.53,2023-12-12,Coffee
M001048,2024,3,9,543.71,2024-12-21,Beverage
M001049,2021,11,22,2549.08,2021-12-09,Dessert
M001049,2022,14,28,2278.94,2022-12-08,Sandwich
M001049,2023,19,57,4116.67,2023-12-11,Merchandise
M001049,2024,13,39,1414.39,2024-12-13,Dessert
M001049,2025,17,17,1604.14,2025-03-05,Coffee
M001050,2022,5,5,326.98,2022-12-13,Sandwich
M001050,2023,5,5,435.88,2023-12-26,Beverage
M001050,2024,4,12,775.2,2024-12-07,Sandwich
M001050,2025,1,1,206.78,2025-03-08,Dessert
M001051,2021,13,13,1693.04,2021-12-13,Dessert
M001051,2022,17,34,1836.61,2022-12-11,Sandwich
M001051,2023,12,12,1007.25,2023-12-22,Sandwich
M001051,2024,17,34,2890.23,2024-12-04,Coffee
M001051,2025,19,57,3748.86,2025-03-10,Merchandise
M001052,2022,8,8,1541.17,2022-12-06,Pastry
M001052,2023,6,6,960.74,2023-12-15,Dessert
M001052,2024,5,5,959.57,2024-12-09,Merchandise
M001052,2025,8,16,2073.0,2025-03-21,Merchandise
M001053,2023,30,60,6695.42,2023-12-16,Merchandise
M001053,2024,47,141,3276.81,2024-12-10,Pastry
M001053,2025,29,29,3638.12,2025-03-11,Pastry
M001054,2021,18,54,1244.21,2021-12-23,Sandwich
M001054,2022,10,30,851.81,2022-12-15,Pastry
M001054,2025,15,30,3163.7,2025-03-14,Pastry
M001055,2022,28,28,2796.27,2022-12-04,Beverage
M001055,2023,48,96,14117.77,2023-12-26,Dessert
M001055,2024,30,30,4498.02,2024-12-25,Sandwich
M001055,2025,49,147,10329.4,2025-03-09,Sandwich
M001056,2024,5,15,334.32,2024-12-10,Pastry
M001056,2025,10,30,1684.86,2025-03-20,Pastry
M001057,2025,19,19,1494.98,2025-03-01,Coffee
M001058,2025,5,15,932.12,2025-03-21,Dessert
M001059,2022,9,27,705.65,2022-12-05,Merchandise
M001059,2023,7,14,2049.48,2023-12-11,Pastry
M001059,2024,9,27,624.52,2024-12-03,Sandwich
M001059,2025,5,5,624.46,2025-03-12,Beverage
M001060,2021,5,10,607.87,2021-12-22,Pastry
M001060,2022,7,14,1940.04,2022-12-10,Beverage
M001060,2023,5,5,1451.89,2023-12-27,Pastry
M001060,2024,7,14,1440.22,2024-12-23,Pastry
M001061,2023,17,17,4040.68,2023-12-08,Merchandise
M001061,2024,14,28,2040.59,2024-12-02,Dessert
M001061,2025,14,28,3098.13,2025-03-24,Merchandise
M001062,2025,21,21,5913.27,2025-03-17,Coffee
M001063,2023,19,38,1464.69,2023-12-07,Sandwich
M001063,2024,14,42,3368.91,2024-12-03,Merchandise
M001063,2025,12,12,1473.2,2025-03-04,Beverage
M001064,2022,5,10,893.24,2022-12-20,Sandwich
M001064,2023,10,10,1821.95,2023-12-11,Sandwich
M001065,2025,5,5,897.36,2025-03-20,Coffee
M001066,2023,16,48,3836.07,2023-12-11,Dessert
M001066,2024,20,60,1494.52,2024-12-12,Merchandise
M001066,2025,12,36,778.63,2025-03-11,Pastry
M001067,2024,3,9,283.71,2024-12-03,Dessert
M001067,2025,1,3,120.79,2025-03-19,Dessert
M001068,2023,3,9,234.68,2023-12-04,Sandwich
M001068,2024,5,10,1116.71,2024-12-13,Dessert
M001068,2025,5,5,605.64,2025-03-06,Beverage
M001069,2025,5,5,1286.06,2025-03-27,Merchandise
M001070,2023,2,2,409.64,2023-12-17,Merchandise
M001070,2024,3,6,613.7,2024-12-17,Dessert
M001070,2025,4,8,563.99,2025-03-10,Dessert
M001071,2023,5,5,829.19,2023-12-26,Dessert
M001071,2024,4,8,1086.92,2024-12-11,Dessert
M001071,2025,4,8,1156.59,2025-03-23,Merchandise
M001072,2022,3,3,746.92,2022-12-24,Coffee
M001072,2023,1,1,74.59,2023-12-02,Dessert
M001072,2024,2,2,151.17,2024-12-13,Dessert
M001072,2025,2,4,191.52,2025-03-09,Merchandise
M001073,2025,2,2,540.7,2025-03-24,Sandwich
M001074,2023,4,8,1033.63,2023-12-21,Pastry
M001074,2024,2,2,597.5,2024-12-11,Pastry
M001074,2025,3,3,331.31,2025-03-14,Beverage
M001075,2024,46,92,7752.0,2024-12-01,Sandwich
M001075,2025,39,117,3879.55,2025-03-21,Merchandise
M001076,2022,9,18,1889.53,2022-12-14,Merchandise
M001076,2023,8,16,503.62,2023-12-18,Merchandise
M001076,2024,8,16,2126.52,2024-12-03,Coffee
M001076,2025,7,7,1738.61,2025-03-27,Merchandise
M001077,2022,6,6,1348.44,2022-12-26,Sandwich
M001077,2023,5,15,1091.52,2023-12-26,Dessert
M001077,2024,8,8,967.31,2024-12-15,Pastry
M001077,2025,6,12,819.53,2025-03-03,Beverage
M001078,2023,10,30,1981.53,2023-12-07,Dessert
M001078,2024,8,24,2307.0,2024-12-23,Merchandise
M001078,2025,9,18,2023.46,2025-03-08,Dessert
M001079,2021,5,5,1243.79,2021-12-17,Dessert
M001079,2022,4,12,391.7,2022-12-22,Merchandise
M001079,2023,4,12,850.91,2023-12-17,Coffee
M001079,2024,1,2,95.16,2024-12-08,Sandwich
M001079,2025,4,12,430.98,2025-03-17,Dessert
M001080,2025,38,38,2572.38,2025-03-03,Merchandise
M001081,2024,19,57,1838.66,2024-12-03,Merchandise
M001081,2025,13,26,2948.1,2025-03-24,Coffee
M001082,2022,4,12,203.3,2022-12-16,Sandwich
M001082,2024,3,9,361.91,2024-12-19,Dessert
M001082,2025,4,4,982.24,2025-03-15,Beverage
M001083,2022,10,20,813.11,2022-12-03,Pastry
M001083,2023,5,10,1389.94,2023-12-12,Coffee
M001083,2024,7,21,839.08,2024-12-12,Sandwich
M001083,2025,6,12,1174.05,2025-03-11,Coffee
M001084,2025,13,39,762.35,2025-03-11,Dessert
M001085,2022,29,29,5668.3,2022-12-07,Merchandise
M001085,2023,23,69,5198.0,2023-12-04,Coffee
M001085,2024,35,70,4747.97,2024-12-22,Pastry
M001085,2025,45,90,4830.51,2025-03-25,Sandwich
M001086,2023,5,10,1167.47,2023-12-09,Coffee
M001086,2024,8,8,681.33,2024-12-09,Pastry
M001086,2025,10,20,2608.2,2025-03-26,Beverage
M001087,2021,5,15,498.4,2021-12-27,Merchandise
M001087,2022,10,30,780.09,2022-12-17,Coffee
M001087,2023,9,27,1921.14,2023-12-19,Pastry
M001087,2024,7,21,1125.46,2024-12-22,Merchandise
M001087,2025,6,6,405.91,2025-03-06,Beverage
M001088,2023,5,10,555.21,2023-12-28,Beverage
M001088,2024,2,2,143.84,2024-12-20,Pastry
M001088,2025,1,1,299.08,2025-03-17,Beverage
M001089,2023,27,27,6860.78,2023-12-24,Sandwich
M001089,2024,38,76,8296.66,2024-12-01,Coffee
M001089,2025,49,147,3620.18,2025-03-26,Coffee
M001090,2023,4,8,747.14,2023-12-12,Merchandise
M001090,2024,1,1,66.93,2024-12-05,Sandwich
M001091,2025,34,34,2845.09,2025-03-09,Beverage
M001092,2023,10,30,1676.46,2023-12-15,Merchandise
M001092,2024,6,6,1439.23,2024-12-10,Dessert
M001092,2025,8,8,819.25,2025-03-05,Coffee
M001093,2024,10,20,2160.73,2024-12-09,Pastry
M001093,2025,7,14,576.99,2025-03-02,Beverage
M001094,2023,5,5,617.79,2023-12-13,Coffee
M001094,2025,7,14,934.43,2025-03-24,Beverage
M001095,2024,2,2,460.38,2024-12-25,Pastry
M001095,2025,2,6,216.01,2025-03-12,Beverage
M001096,2023,4,4,856.94,2023-12-16,Beverage
M001096,2024,1,3,180.68,2024-12-25,Dessert
M001096,2025,5,15,942.89,2025-03-23,Dessert
M001097,2022,4,8,623.52,2022-12-24,Beverage
M001097,2023,1,1,175.03,2023-12-15,Merchandise
M001097,2025,1,3,292.74,2025-03-08,Dessert
M001098,2023,2,2,238.87,2023-12-16,Pastry
M001098,2025,3,6,704.45,2025-03-14,Dessert
M001099,2022,11,33,2575.5,2022-12-15,Merchandise
M001099,2023,11,33,2077.68,2023-12-22,Coffee
M001099,2024,19,57,2863.01,2024-12-10,Merchandise
M001099,2025,13,39,2709.47,2025-03-04,Sandwich
M001100,2024,7,21,930.04,2024-12-07,Dessert
M001100,2025,9,27,1181.9,2025-03-22,Beverage
M001101,2025,1,2,275.13,2025-03-27,Sandwich
M001102,2023,44,44,8618.82,2023-12-15,Coffee
M001102,2024,30,60,1733.23,2024-12-14,Pastry
M001102,2025,47,94,12882.76,2025-03-01,Pastry
M001103,2023,17,51,1167.49,2023-12-12,Pastry
M001103,2024,20,40,1929.56,2024-12-22,Sandwich
M001103,2025,20,40,4594.94,2025-03-25,Pastry
M001104,2025,28,56,7958.79,2025-03-28,Coffee
M001105,2022,50,150,11352.58,2022-12-22,Beverage
M001105,2023,42,126,11282.54,2023-12-18,Dessert
M001105,2024,25,75,5723.8,2024-12-24,Pastry
M001105,2025,45,45,10825.72,2025-03-02,Merchandise
M001107,2025,5,10,277.08,2025-03-25,Dessert
M001108,2022,11,11,2701.3,2022-12-10,Beverage
M001108,2023,17,34,3691.83,2023-12-18,Merchandise
M001109,2024,7,21,1098.17,2024-12-16,Coffee
M001109,2025,7,14,610.64,2025-03-14,Pastry
M001110,2022,3,6,194.47,2022-12-09,Dessert
M001110,2023,4,4,314.98,2023-12-01,Coffee
M001110,2024,4,4,430.93,2024-12-06,Sandwich
